,Income,Location,Ad Type,Ad Placement,Clicks,Conversion Rate,CTR,Ad Type_Text,Ad Type_Video
395,19203.81,Suburban,Native,Website,8,0.3729,0.1032,False,False
396,59747.5,Urban,Text,Website,3,0.1622,0.0609,True,False
397,44102.79,Urban,Banner,Website,4,0.1482,0.0491,False,False
398,69521.57,Rural,Video,Social Media,8,0.3813,0.0441,False,True
399,49544.53,Suburban,Text,Website,6,0.0729,0.0499,True,False
400,59121.65,Urban,Text,Website,8,0.1855,0.0453,True,False
401,27403.57,Suburban,Banner,Website,4,0.239,0.0421,False,False
402,67865.34,Suburban,Video,Website,6,0.1652,0.038,False,True
403,37029.91,Urban,Text,Social Media,4,0.3413,0.0999,True,False
404,52768.42,Rural,Banner,Website,9,0.1159,0.0812,False,False
405,78680.42,Suburban,Video,Social Media,7,0.1329,0.0306,False,True
406,17188.25,Suburban,Native,Website,5,0.1693,0.0655,False,False
407,70212.45,Urban,Banner,Social Media,3,0.13,0.0539,False,False
408,62506.1,Rural,Video,Search Engine,7,0.0088,0.0419,False,True
409,53984.61,Suburban,Native,Website,3,0.1798,0.0803,False,False
410,42999.74,Urban,Banner,Search Engine,5,0.0473,0.057,False,False
411,86808.39,Rural,Banner,Social Media,4,0.1792,0.0342,False,False
412,34255.93,Suburban,Text,Search Engine,4,0.0979,0.0713,True,False
413,81143.92,Rural,Text,Social Media,3,0.4568,0.0571,True,False
414,49896.66,Urban,Native,Social Media,5,0.2332,0.0409,False,False
415,47069.42,Urban,Text,Website,3,0.0579,0.0352,True,False
416,74321.31,Rural,Banner,Search Engine,6,0.1404,0.048,False,False
417,58727.35,Urban,Text,Website,5,0.3154,0.0523,True,False
418,50642.63,Urban,Native,Search Engine,8,0.1607,0.0528,False,False
419,65171.37,Suburban,Video,Search Engine,3,0.0404,0.0492,False,True
420,36856.37,Suburban,Text,Social Media,7,0.2473,0.0308,True,False
421,79343.62,Urban,Text,Social Media,3,0.1575,0.0804,True,False
422,65706.42,Urban,Text,Website,4,0.3894,0.0839,True,False
423,63666.06,Urban,Banner,Social Media,6,0.2059,0.0697,False,False
424,71954.48,Rural,Native,Search Engine,5,0.2052,0.0579,False,False
425,59975.88,Rural,Banner,Social Media,5,0.2867,0.0407,False,False
426,46789.52,Suburban,Text,Search Engine,10,0.1155,0.0485,True,False
427,71704.7,Urban,Native,Social Media,9,0.0895,0.054,False,False
428,51778.18,Rural,Native,Social Media,4,0.2756,0.0337,False,False
429,101883.66,Rural,Video,Search Engine,7,0.4158,0.0398,False,True
430,33794.26,Rural,Native,Social Media,4,0.0247,0.0345,False,False
431,51206.83,Rural,Native,Website,3,0.0843,0.0326,False,False
432,73539.7,Urban,Banner,Social Media,7,0.0378,0.0682,False,False
433,15514.25,Rural,Banner,Social Media,6,0.4186,0.0138,False,False
434,13468.44,Rural,Banner,Website,2,0.1248,0.0223,False,False
435,35293.21,Rural,Text,Website,5,0.0839,0.0342,True,False
436,39513.44,Suburban,Native,Search Engine,4,0.1305,0.0453,False,False
437,34944.78,Suburban,Native,Social Media,6,0.2756,0.0165,False,False
438,55856.12,Urban,Video,Search Engine,9,0.3311,0.0408,False,True
439,68789.6,Urban,Text,Search Engine,2,0.1896,0.0693,True,False
440,32238.48,Suburban,Banner,Social Media,4,0.1546,0.0543,False,False
441,46614.03,Urban,Banner,Search Engine,5,0.3504,0.0749,False,False
442,51961.94,Urban,Video,Search Engine,7,0.0391,0.0489,False,True
443,57047.15,Rural,Native,Social Media,5,0.1396,0.0426,False,False
444,63706.63,Suburban,Native,Social Media,7,0.0123,0.039,False,False
445,53760.38,Urban,Native,Website,4,0.3494,0.0403,False,False
446,19677.91,Urban,Banner,Search Engine,3,0.133,0.0433,False,False
447,46112.71,Urban,Banner,Search Engine,4,0.4522,0.0459,False,False
448,30069.65,Rural,Video,Website,3,0.0608,0.0408,False,True
449,71926.71,Urban,Native,Social Media,7,0.4594,0.0624,False,False
450,56067.9,Suburban,Video,Social Media,4,0.1417,0.0452,False,True
451,48106.28,Rural,Native,Search Engine,7,0.1341,0.0673,False,False
452,59623.68,Suburban,Banner,Search Engine,9,0.0756,0.0469,False,False
453,33328.94,Rural,Video,Website,3,0.2054,0.0492,False,True
454,59473.79,Suburban,Video,Search Engine,4,0.222,0.0384,False,True
455,44115.02,Urban,Native,Search Engine,4,0.1292,0.0779,False,False
456,69017.85,Suburban,Text,Website,5,0.1019,0.071,True,False
457,16079.11,Suburban,Text,Search Engine,5,0.1362,0.0744,True,False
458,52077.82,Urban,Banner,Social Media,10,0.2607,0.0292,False,False
459,33442.76,Rural,Text,Social Media,2,0.219,0.0617,True,False
460,60767.21,Suburban,Text,Website,4,0.1657,0.0198,True,False
461,50272.93,Suburban,Video,Website,2,0.2103,0.0917,False,True
462,32977.86,Rural,Text,Social Media,8,0.5576,0.0404,True,False
463,29536.31,Urban,Native,Social Media,3,0.1336,0.0773,False,False
464,16543.76,Urban,Banner,Search Engine,4,0.169,0.0207,False,False
465,73608.96,Rural,Text,Website,6,0.1078,0.0349,True,False
466,52491.21,Suburban,Banner,Website,6,0.1678,0.026,False,False
467,32883.51,Suburban,Video,Social Media,3,0.4674,0.0369,False,True
468,70892.98,Rural,Banner,Social Media,7,0.199,0.0218,False,False
469,57069.65,Urban,Native,Website,8,0.2734,0.0348,False,False
470,32983.01,Suburban,Text,Social Media,8,0.0419,0.0471,True,False
471,52158.99,Rural,Banner,Search Engine,5,0.0393,0.0401,False,False
472,28071.48,Suburban,Native,Search Engine,0,0.0878,0.0655,False,False
473,50315.69,Rural,Video,Website,4,0.3274,0.0272,False,True
474,77121.5,Suburban,Native,Search Engine,3,0.2533,0.0461,False,False
475,49935.24,Urban,Native,Social Media,5,0.422,0.0364,False,False
476,28271.16,Suburban,Text,Search Engine,5,0.1511,0.0483,True,False
477,36782.69,Rural,Banner,Search Engine,6,0.1999,0.047,False,False
478,64799.27,Rural,Native,Search Engine,4,0.059,0.0699,False,False
479,50463.8,Suburban,Native,Search Engine,4,0.3356,0.0498,False,False
480,68209.12,Rural,Native,Website,6,0.0646,0.0457,False,False
481,63331.01,Urban,Banner,Social Media,2,0.4998,0.0422,False,False
482,44422.42,Suburban,Video,Social Media,4,0.1363,0.0443,False,True
483,40798.2,Suburban,Native,Social Media,9,0.4928,0.0403,False,False
484,76908.06,Urban,Video,Website,5,0.0409,0.0499,False,True
485,49125.29,Rural,Video,Social Media,3,0.0933,0.0465,False,True
486,87543.49,Urban,Video,Website,10,0.12,0.0578,False,True
487,56761.7,Suburban,Native,Search Engine,7,0.3795,0.0697,False,False
488,58602.39,Rural,Text,Website,5,0.2273,0.0408,True,False
489,43067.26,Rural,Text,Search Engine,8,0.0928,0.0625,True,False
490,46006.85,Suburban,Native,Search Engine,6,0.2738,0.0754,False,False
491,13016.13,Rural,Banner,Search Engine,6,0.1615,0.0335,False,False
492,34003.66,Suburban,Banner,Social Media,8,0.0689,0.0601,False,False
493,47095.13,Suburban,Text,Website,9,0.3382,0.067,True,False
494,59265.82,Rural,Video,Social Media,1,0.3594,0.0787,False,True
495,77803.78,Suburban,Video,Website,1,0.2564,0.0236,False,True
496,37188.69,Suburban,Banner,Website,7,0.0929,0.0496,False,False
497,60096.32,Suburban,Text,Search Engine,5,0.2057,0.0826,True,False
498,40167.0,Urban,Native,Social Media,8,0.1443,0.0764,False,False
499,42412.42,Urban,Video,Website,3,0.2418,0.0672,False,True
500,57001.86,Rural,Banner,Website,2,0.0751,0.0408,False,False
501,36366.26,Rural,Native,Social Media,2,0.032,0.0926,False,False
502,28981.46,Suburban,Text,Social Media,6,0.3685,0.0288,True,False
503,61369.91,Rural,Text,Social Media,5,0.3345,0.046,True,False
504,75758.61,Rural,Banner,Website,5,0.238,0.0342,False,False
505,69524.45,Suburban,Video,Search Engine,4,0.4286,0.0619,False,True
506,70588.19,Suburban,Video,Website,1,0.1789,0.0657,False,True
507,9349.47,Rural,Text,Website,7,0.0171,0.052,True,False
508,26135.89,Rural,Banner,Social Media,5,0.1978,0.0372,False,False
509,27785.63,Suburban,Native,Social Media,5,0.0734,0.0535,False,False
510,21030.11,Rural,Native,Website,4,0.0321,0.0378,False,False
511,33607.91,Rural,Banner,Search Engine,3,0.1399,0.1097,False,False
512,38372.02,Suburban,Banner,Website,6,0.1482,0.0621,False,False
513,42003.25,Urban,Native,Search Engine,7,0.3809,0.0385,False,False
514,5557.68,Urban,Native,Search Engine,6,0.1368,0.0452,False,False
515,42227.5,Suburban,Text,Search Engine,5,0.2164,0.0413,True,False
516,57674.36,Urban,Banner,Search Engine,7,0.3302,0.0793,False,False
517,68729.03,Urban,Text,Website,7,0.235,0.0592,True,False
518,17829.64,Suburban,Banner,Social Media,6,0.0999,0.0713,False,False
519,56341.32,Rural,Video,Website,1,0.5186,0.0848,False,True
520,83465.87,Suburban,Native,Website,4,0.1929,0.0611,False,False
521,105085.55,Urban,Text,Website,5,0.3248,0.0715,True,False
522,11924.42,Suburban,Native,Search Engine,6,0.5556,0.0394,False,False
523,26468.31,Urban,Video,Search Engine,4,0.4511,0.0589,False,True
524,58884.73,Suburban,Video,Social Media,5,0.19,0.0209,False,True
525,43070.63,Urban,Text,Social Media,5,0.4303,0.0445,True,False
526,54460.56,Urban,Video,Social Media,7,0.1162,0.0567,False,True
527,66654.97,Rural,Video,Social Media,7,0.3769,0.0467,False,True
528,57146.69,Suburban,Banner,Website,7,0.0385,0.0603,False,False
529,78594.12,Urban,Native,Search Engine,9,0.1614,0.0473,False,False
530,8103.46,Urban,Banner,Social Media,8,0.1043,0.0489,False,False
531,68244.0,Suburban,Video,Social Media,4,0.1084,0.0413,False,True
532,37930.53,Suburban,Banner,Social Media,4,0.2018,0.0051,False,False
533,56533.45,Urban,Banner,Social Media,8,0.1541,0.0532,False,False
534,75151.1,Suburban,Banner,Search Engine,6,0.0683,0.0662,False,False
535,43261.55,Urban,Video,Social Media,11,0.109,0.0064,False,True
536,40488.78,Rural,Native,Search Engine,5,0.0704,0.0303,False,False
537,44252.17,Suburban,Text,Search Engine,8,0.2151,0.0729,True,False
538,29418.7,Suburban,Native,Social Media,5,0.2966,0.0494,False,False
539,46354.2,Rural,Video,Social Media,8,0.2288,0.0611,False,True
540,23410.47,Rural,Text,Website,2,0.1161,0.0447,True,False
541,62591.57,Suburban,Text,Social Media,4,0.0864,0.02,True,False
542,62920.17,Rural,Video,Website,6,0.1131,0.0504,False,True
543,40335.28,Rural,Banner,Website,8,0.3346,0.0488,False,False
544,12221.37,Suburban,Native,Search Engine,5,0.137,0.0456,False,False
545,97584.66,Urban,Video,Social Media,8,0.1647,0.0231,False,True
546,38711.23,Urban,Banner,Website,7,0.2838,0.0488,False,False
547,58454.38,Suburban,Video,Search Engine,6,0.0992,0.0366,False,True
548,55732.53,Suburban,Banner,Website,3,0.52,0.0834,False,False
549,92727.63,Rural,Text,Website,8,0.0482,0.0038,True,False
550,10442.62,Rural,Video,Website,7,0.031,0.0236,False,True
551,41320.71,Suburban,Native,Social Media,3,0.1156,0.0555,False,False
552,34595.1,Urban,Text,Search Engine,2,0.2329,0.0627,True,False
553,59748.18,Urban,Native,Search Engine,3,0.113,0.063,False,False
554,69896.6,Suburban,Video,Social Media,4,0.1602,0.0501,False,True
555,45392.1,Suburban,Video,Social Media,5,0.4382,0.043,False,True
556,87058.23,Rural,Banner,Social Media,7,0.2036,0.0081,False,False
557,27922.49,Rural,Text,Social Media,5,0.348,0.0263,True,False
558,58402.14,Suburban,Text,Social Media,7,0.1604,0.0423,True,False
559,60126.53,Rural,Native,Website,3,0.0811,0.0298,False,False
560,44582.03,Urban,Text,Website,2,0.1364,0.0237,True,False
561,32138.27,Urban,Native,Website,7,0.1475,0.0376,False,False
562,63027.46,Suburban,Banner,Social Media,3,0.2223,0.0595,False,False
563,60981.12,Suburban,Banner,Website,3,0.1707,0.0623,False,False
564,37119.2,Urban,Banner,Website,9,0.0767,0.0648,False,False
565,31643.37,Urban,Banner,Social Media,9,0.2554,0.069,False,False
566,49778.69,Rural,Text,Website,10,0.2779,0.0646,True,False
567,30816.68,Suburban,Banner,Search Engine,9,0.4207,0.063,False,False
568,60947.37,Rural,Video,Social Media,6,0.1733,0.047,False,True
569,36332.61,Urban,Native,Search Engine,4,0.5371,0.0174,False,False
570,48457.94,Urban,Text,Search Engine,6,0.1719,0.0318,True,False
571,63457.44,Urban,Video,Search Engine,4,0.0605,0.0154,False,True
572,39384.19,Rural,Text,Search Engine,4,0.2256,0.0459,True,False
573,56060.86,Urban,Native,Website,4,0.1638,0.0607,False,False
574,68612.37,Suburban,Video,Search Engine,3,0.1568,0.0747,False,True
575,47623.9,Rural,Video,Website,5,0.1165,0.0617,False,True
576,36071.0,Suburban,Banner,Search Engine,10,0.2368,0.0348,False,False
577,21851.73,Rural,Video,Website,4,0.2373,0.0494,False,True
578,21141.04,Urban,Text,Website,8,0.2123,0.0377,True,False
579,57164.3,Urban,Banner,Website,7,0.2171,0.0503,False,False
580,23048.31,Rural,Native,Website,7,0.1161,0.0768,False,False
581,62661.69,Rural,Video,Search Engine,8,0.0886,0.0663,False,True
582,67678.62,Urban,Banner,Social Media,8,0.3567,0.0579,False,False
583,56869.38,Urban,Banner,Search Engine,1,0.1846,0.0729,False,False
584,71478.5,Urban,Video,Search Engine,3,0.2358,0.0493,False,True
585,72514.37,Urban,Native,Website,4,0.1673,0.0364,False,False
586,55529.99,Urban,Banner,Search Engine,4,0.1312,0.0683,False,False
587,78534.71,Urban,Text,Website,4,0.2989,0.0447,True,False
588,65037.45,Suburban,Banner,Search Engine,1,0.2981,0.0483,False,False
589,30739.15,Urban,Video,Website,6,0.078,0.0661,False,True
590,64722.31,Suburban,Banner,Search Engine,1,0.0711,0.0539,False,False
591,37951.41,Urban,Banner,Search Engine,4,0.0666,0.053,False,False
592,30230.2,Urban,Video,Social Media,6,0.3731,0.0685,False,True
593,97775.1,Suburban,Video,Social Media,5,0.0387,0.0582,False,True
594,43759.74,Suburban,Text,Search Engine,6,0.2591,0.0549,True,False
595,50911.06,Rural,Native,Social Media,5,0.1929,0.0345,False,False
596,37765.67,Rural,Native,Search Engine,4,0.0749,0.0723,False,False
597,63659.56,Suburban,Video,Social Media,4,0.1462,0.0794,False,True
598,65693.47,Suburban,Video,Social Media,7,0.1348,0.0219,False,True
599,42408.27,Rural,Text,Website,5,0.3113,0.0312,True,False
600,74649.67,Rural,Video,Search Engine,8,0.2379,0.0377,False,True
601,80257.32,Rural,Banner,Website,8,0.1885,0.0256,False,False
602,72330.94,Suburban,Native,Website,3,0.257,0.0533,False,False
603,59670.82,Suburban,Video,Website,3,0.3901,0.0208,False,True
604,13718.99,Suburban,Text,Website,3,0.1239,0.049,True,False
605,67417.71,Suburban,Banner,Website,6,0.0381,0.0642,False,False
606,54658.97,Rural,Text,Website,6,0.0822,0.0216,True,False
607,62827.43,Rural,Video,Social Media,10,0.237,0.0946,False,True
608,69740.26,Suburban,Video,Search Engine,5,0.2254,0.0424,False,True
609,59905.52,Urban,Video,Website,6,0.2464,0.0695,False,True
610,81848.09,Rural,Video,Website,7,0.2606,0.0282,False,True
611,64453.6,Suburban,Video,Search Engine,2,0.1413,0.0754,False,True
612,65829.51,Rural,Text,Social Media,4,0.2104,0.0513,True,False
613,57402.92,Suburban,Banner,Search Engine,7,0.4508,0.0282,False,False
614,30792.2,Rural,Banner,Social Media,5,0.5558,0.0368,False,False
615,41906.78,Urban,Native,Search Engine,5,0.2027,0.0577,False,False
616,66713.21,Urban,Text,Search Engine,2,0.2367,0.0583,True,False
617,54992.93,Suburban,Native,Social Media,5,0.2364,0.0129,False,False
618,34784.89,Urban,Banner,Website,6,0.4145,0.0328,False,False
619,39652.83,Rural,Text,Website,10,0.2828,0.0443,True,False
620,39230.57,Urban,Banner,Website,4,0.1947,0.049,False,False
621,31039.02,Suburban,Banner,Website,8,0.0495,0.0338,False,False
622,22661.77,Urban,Text,Social Media,7,0.1281,0.046,True,False
623,24584.34,Suburban,Video,Social Media,8,0.3363,0.0489,False,True
624,65191.75,Suburban,Native,Social Media,6,0.0401,0.0717,False,False
625,37465.16,Suburban,Text,Website,8,0.4839,0.1272,True,False
626,39439.66,Suburban,Text,Social Media,1,0.1535,0.068,True,False
627,36389.04,Suburban,Video,Social Media,8,0.4234,0.0334,False,True
628,65590.29,Suburban,Video,Website,4,0.1621,0.0574,False,True
629,72757.62,Rural,Native,Search Engine,7,0.2396,0.0479,False,False
630,65204.38,Suburban,Banner,Website,4,0.0938,0.0517,False,False
631,77907.59,Rural,Text,Website,4,0.2753,0.0664,True,False
632,78791.45,Rural,Text,Social Media,8,0.1763,0.042,True,False
633,58723.31,Rural,Native,Website,8,0.0752,0.0379,False,False
634,17904.68,Suburban,Native,Social Media,2,0.134,0.0582,False,False
635,69318.76,Rural,Text,Website,12,0.2248,0.0448,True,False
636,47646.87,Suburban,Native,Social Media,3,0.0595,0.0248,False,False
637,35815.28,Suburban,Text,Website,4,0.0642,0.0662,True,False
638,55904.99,Urban,Video,Search Engine,3,0.1949,0.0735,False,True
639,75976.37,Urban,Video,Search Engine,6,0.0967,0.0751,False,True
640,81697.13,Rural,Native,Social Media,8,0.3852,0.0392,False,False
641,35600.92,Rural,Text,Website,4,0.3532,0.063,True,False
642,75140.18,Urban,Video,Website,1,0.1684,0.0469,False,True
643,56453.51,Rural,Native,Website,2,0.15,0.0205,False,False
644,71371.08,Rural,Text,Search Engine,10,0.3526,0.0525,True,False
645,45305.48,Suburban,Native,Website,9,0.3292,0.0487,False,False
646,45156.89,Rural,Video,Search Engine,5,0.2216,0.0309,False,True
647,60750.85,Suburban,Text,Social Media,7,0.1472,0.0406,True,False
648,46289.84,Suburban,Native,Search Engine,5,0.0453,0.0128,False,False
649,33688.06,Suburban,Text,Social Media,4,0.3197,0.0788,True,False
650,29935.67,Urban,Text,Social Media,2,0.2684,0.0498,True,False
651,84208.69,Suburban,Video,Website,7,0.1434,0.0423,False,True
652,41526.29,Suburban,Video,Website,5,0.3349,0.0209,False,True
653,65059.43,Rural,Native,Social Media,5,0.177,0.0191,False,False
654,31616.74,Urban,Video,Website,5,0.106,0.0289,False,True
655,57282.16,Rural,Banner,Search Engine,7,0.1958,0.0756,False,False
656,5998.6,Suburban,Banner,Website,6,0.3626,0.0725,False,False
657,43972.78,Urban,Native,Website,4,0.4321,0.0232,False,False
658,101863.79,Suburban,Banner,Search Engine,6,0.1317,0.0344,False,False
659,53570.03,Suburban,Banner,Search Engine,8,0.1595,0.0725,False,False
660,31421.4,Suburban,Banner,Social Media,3,0.1462,0.0744,False,False
661,65516.65,Urban,Native,Social Media,4,0.2034,0.0579,False,False
662,39615.2,Rural,Text,Social Media,6,0.111,0.0391,True,False
663,58575.4,Urban,Native,Social Media,0,0.1033,0.045,False,False
664,21390.01,Urban,Text,Website,3,0.1585,0.0236,True,False
665,62294.74,Rural,Video,Search Engine,7,0.1918,0.037,False,True
666,21368.67,Rural,Banner,Social Media,9,0.1261,0.0605,False,False
667,47930.96,Rural,Native,Website,3,0.5508,0.0182,False,False
668,81527.62,Suburban,Video,Social Media,2,0.1687,0.0243,False,True
669,8864.48,Urban,Native,Social Media,5,0.1693,0.0263,False,False
670,50259.13,Urban,Video,Website,2,0.1194,0.0763,False,True
671,41771.47,Urban,Native,Search Engine,2,0.2195,0.0546,False,False
672,56793.87,Urban,Banner,Website,6,0.2403,0.0635,False,False
673,36709.0,Urban,Banner,Social Media,8,0.124,0.0838,False,False
674,44366.61,Suburban,Banner,Website,3,0.1223,0.04,False,False
675,55566.11,Urban,Video,Search Engine,6,0.0381,0.0451,False,True
676,80055.37,Urban,Native,Search Engine,6,0.3082,0.0076,False,False
677,65893.5,Urban,Text,Social Media,6,0.4107,0.0182,True,False
678,28068.98,Suburban,Text,Search Engine,9,0.0367,0.0554,True,False
679,63927.34,Rural,Native,Website,6,0.0524,0.0613,False,False
680,10845.29,Rural,Video,Website,5,0.3152,0.0591,False,True
681,65075.64,Urban,Text,Search Engine,3,0.4307,0.0106,True,False
682,45738.97,Suburban,Video,Social Media,7,0.0285,0.0719,False,True
683,39257.6,Rural,Video,Website,7,0.1292,0.0432,False,True
684,43532.02,Suburban,Text,Social Media,5,0.0469,0.0668,True,False
685,43134.36,Rural,Text,Social Media,5,0.1381,0.0681,True,False
686,36630.62,Rural,Native,Website,5,0.0958,0.0525,False,False
687,74636.71,Suburban,Text,Website,7,0.1781,0.0435,True,False
688,42345.18,Suburban,Banner,Search Engine,7,0.329,0.048,False,False
689,19255.31,Rural,Video,Social Media,3,0.3309,0.039,False,True
690,44702.85,Urban,Banner,Search Engine,3,0.144,0.0385,False,False
691,50639.59,Suburban,Banner,Search Engine,4,0.4144,0.0516,False,False
692,31649.06,Suburban,Native,Social Media,5,0.0707,0.0931,False,False
693,73565.52,Urban,Video,Social Media,3,0.0645,0.0313,False,True
694,44558.56,Rural,Native,Search Engine,6,0.19,0.0654,False,False
695,41063.12,Rural,Text,Search Engine,5,0.138,0.0225,True,False
696,57787.2,Urban,Native,Website,6,0.2796,0.0111,False,False
697,22107.93,Urban,Text,Search Engine,7,0.175,0.0188,True,False
698,100989.56,Suburban,Banner,Search Engine,1,0.1235,0.0404,False,False
699,38678.49,Urban,Native,Website,7,0.2687,0.0162,False,False
700,37942.79,Suburban,Video,Search Engine,3,0.2734,0.0114,False,True
701,39013.43,Rural,Text,Search Engine,8,0.1861,0.0585,True,False
702,40816.03,Suburban,Banner,Search Engine,7,0.4117,0.0206,False,False
703,20092.87,Rural,Text,Search Engine,5,0.1372,0.0743,True,False
704,54940.14,Urban,Native,Website,1,0.1864,0.0565,False,False
705,41545.98,Rural,Video,Website,7,0.0468,0.0452,False,True
706,51453.05,Urban,Video,Website,6,0.0377,0.0657,False,True
707,67579.4,Urban,Native,Search Engine,8,0.1018,0.0678,False,False
708,75546.61,Rural,Native,Social Media,10,0.114,0.0135,False,False
709,15911.77,Rural,Native,Search Engine,7,0.136,0.0436,False,False
710,59999.72,Rural,Native,Search Engine,6,0.225,0.0833,False,False
711,68768.72,Suburban,Native,Social Media,2,0.1243,0.0436,False,False
712,50444.0,Rural,Video,Search Engine,6,0.0882,0.0555,False,True
713,61694.36,Rural,Native,Social Media,6,0.0822,0.0442,False,False
714,32369.0,Urban,Video,Search Engine,10,0.4081,0.0377,False,True
715,67967.82,Suburban,Text,Website,6,0.1858,0.0463,True,False
716,18096.32,Urban,Text,Social Media,5,0.1931,0.0531,True,False
717,63696.31,Suburban,Native,Search Engine,0,0.0778,0.0363,False,False
718,36634.72,Urban,Banner,Social Media,7,0.327,0.0773,False,False
719,60312.9,Urban,Banner,Search Engine,4,0.0542,0.0838,False,False
720,55246.07,Suburban,Video,Search Engine,5,0.3164,0.0387,False,True
721,76778.77,Urban,Video,Social Media,9,0.1153,0.0607,False,True
722,62810.18,Suburban,Native,Website,11,0.225,0.0658,False,False
723,11057.53,Urban,Native,Website,4,0.181,0.0994,False,False
724,118241.39,Urban,Banner,Social Media,6,0.1696,0.0372,False,False
725,48047.49,Urban,Native,Social Media,5,0.0648,0.0182,False,False
726,65863.11,Rural,Video,Website,5,0.1794,0.0669,False,True
727,57063.79,Suburban,Text,Website,4,0.228,0.0283,True,False
728,80139.22,Urban,Video,Social Media,6,0.3868,0.0288,False,True
729,71489.98,Urban,Text,Website,7,0.1448,0.0253,True,False
730,61453.84,Urban,Video,Search Engine,6,0.3991,0.0378,False,True
731,40713.36,Urban,Video,Social Media,4,0.33,0.0398,False,True
732,5447.54,Urban,Native,Social Media,3,0.0874,0.0342,False,False
733,96072.27,Suburban,Native,Website,1,0.177,0.0576,False,False
734,17078.99,Suburban,Banner,Website,5,0.0804,0.066,False,False
735,25631.01,Rural,Banner,Search Engine,4,0.1387,0.0744,False,False
736,44387.21,Rural,Banner,Website,3,0.1745,0.0609,False,False
737,64540.14,Urban,Banner,Social Media,4,0.1612,0.0418,False,False
738,75416.34,Urban,Text,Social Media,6,0.1206,0.0457,True,False
739,47214.47,Rural,Video,Search Engine,7,0.0947,0.0662,False,True
740,21650.06,Suburban,Text,Social Media,4,0.365,0.0665,True,False
741,11154.03,Urban,Banner,Search Engine,2,0.0689,0.0518,False,False
742,50064.8,Rural,Text,Website,6,0.5978,0.0337,True,False
743,46774.98,Suburban,Banner,Website,5,0.1411,0.073,False,False
744,33560.58,Rural,Banner,Search Engine,2,0.3307,0.0536,False,False
745,54044.18,Urban,Text,Website,5,0.125,0.0379,True,False
746,8016.26,Rural,Native,Search Engine,2,0.2624,0.0403,False,False
747,29668.81,Rural,Banner,Search Engine,9,0.1014,0.0313,False,False
748,22700.62,Urban,Native,Social Media,6,0.1253,0.025,False,False
749,52815.22,Suburban,Video,Website,7,0.3758,0.0706,False,True
750,44654.21,Rural,Text,Website,10,0.3303,0.0574,True,False
751,83319.89,Urban,Text,Social Media,5,0.0629,0.0539,True,False
752,81377.62,Suburban,Banner,Search Engine,6,0.0923,0.0483,False,False
753,39150.2,Suburban,Text,Search Engine,3,0.0625,0.0676,True,False
754,46861.18,Suburban,Native,Social Media,6,0.2722,0.0397,False,False
755,35869.66,Suburban,Banner,Social Media,2,0.2286,0.0589,False,False
756,43049.77,Urban,Native,Search Engine,5,0.131,0.0352,False,False
757,52946.98,Urban,Video,Website,4,0.1436,0.0639,False,True
758,47731.4,Suburban,Text,Website,4,0.2699,0.0574,True,False
759,70734.46,Urban,Banner,Social Media,6,0.2175,0.0424,False,False
760,67743.62,Suburban,Banner,Website,3,0.4309,0.0533,False,False
761,17324.95,Urban,Banner,Website,5,0.0993,0.0587,False,False
762,50355.15,Rural,Text,Search Engine,4,0.0781,0.0602,True,False
763,51514.45,Rural,Banner,Search Engine,5,0.282,0.0695,False,False
764,45214.81,Rural,Native,Website,4,0.0575,0.0625,False,False
765,21400.46,Urban,Video,Social Media,5,0.2585,0.0576,False,True
766,37545.46,Urban,Banner,Website,5,0.2181,0.0772,False,False
767,65055.94,Urban,Banner,Social Media,6,0.204,0.0752,False,False
768,76583.5,Suburban,Video,Search Engine,7,0.4063,0.076,False,True
769,49169.95,Suburban,Text,Website,3,0.0807,0.0638,True,False
770,50985.25,Rural,Banner,Search Engine,4,0.053,0.0603,False,False
771,66080.41,Suburban,Text,Social Media,4,0.1513,0.0416,True,False
772,59736.07,Urban,Banner,Social Media,3,0.191,0.0472,False,False
773,57962.66,Suburban,Video,Social Media,4,0.0476,0.0527,False,True
774,88656.7,Rural,Banner,Website,5,0.1349,0.0292,False,False
775,56812.99,Rural,Banner,Search Engine,3,0.3407,0.0884,False,False
776,62893.58,Suburban,Text,Social Media,5,0.0559,0.0791,True,False
777,40118.54,Rural,Video,Social Media,4,0.1151,0.0351,False,True
778,46637.91,Suburban,Banner,Social Media,3,0.1193,0.0562,False,False
779,62589.9,Urban,Banner,Social Media,11,0.1273,0.069,False,False
780,58982.76,Urban,Video,Social Media,6,0.0389,0.0516,False,True
781,37790.78,Suburban,Banner,Website,5,0.2892,0.0095,False,False
782,98216.91,Urban,Native,Search Engine,5,0.2687,0.0677,False,False
783,57918.41,Rural,Video,Search Engine,5,0.1046,0.0455,False,True
784,28207.5,Urban,Text,Search Engine,3,0.2776,0.0234,True,False
785,75836.56,Suburban,Text,Social Media,6,0.3498,0.0538,True,False
786,36055.11,Urban,Video,Website,5,0.1112,0.0468,False,True
787,38840.89,Suburban,Text,Social Media,5,0.2127,0.0427,True,False
788,77083.63,Suburban,Video,Search Engine,4,0.1048,0.0363,False,True
789,28665.43,Urban,Banner,Website,6,0.0745,0.0449,False,False
790,64326.74,Urban,Video,Website,10,0.2507,0.0637,False,True
791,72160.86,Rural,Text,Website,3,0.064,0.0697,True,False
792,80508.22,Suburban,Banner,Social Media,2,0.2977,0.0634,False,False
